,blst,flh,sup,cag,fag,age,inX,outY
870,139.0,109.0,6.0,892.0,780.0,28,1.295302013,3.165052818
93,189.2,0.0,10.1,926.1,756.7,7,0.454812834,3.832979556
1019,163.9,127.7,5.8,868.6,655.6,28,1.694345025,3.561897768
475,24.0,79.0,11.6,967.0,712.0,3,0.3632287,3.565581013
469,0.0,100.5,7.5,998.0,901.8,100,0.874165383,3.790532869
763,0.0,0.0,0.0,966.0,763.0,1,0.483116883,1.835776239
537,0.0,0.0,0.0,936.2,712.2,28,0.4,3.782824828
251,0.0,95.7,5.5,956.9,861.2,28,0.7496,3.374853193
449,13.6,172.4,4.1,1006.3,856.4,56,0.909512761,3.579343341
666,288.0,0.0,0.0,929.8,716.1,3,1.0,2.548663455
157,189.0,0.0,11.6,944.7,755.8,56,0.454771098,4.347693681
211,0.0,118.3,4.6,1029.4,758.6,28,0.85,3.197856256
707,133.0,0.0,0.0,965.4,806.2,90,0.96,3.766996996
651,122.6,0.0,0.0,959.2,800.0,3,1.106579663,1.589235105
940,0.0,106.7,10.5,819.2,778.4,28,0.747972973,3.447444415
563,316.1,0.0,0.0,977.0,689.3,7,0.881347888,3.082826786
355,97.8,24.5,11.2,1061.7,782.5,14,0.57972583,3.865140776
209,0.0,118.3,4.6,1029.4,758.6,3,0.85,2.305580456
501,26.0,123.0,3.9,882.0,699.0,3,0.427698574,3.242982696
57,132.4,0.0,0.0,978.4,825.5,3,0.966767372,2.211565555
595,124.1,0.0,0.0,1083.4,764.3,28,0.997314715,2.867898721
704,166.8,0.0,0.0,977.6,694.1,3,0.813349321,2.275213753
196,0.0,100.5,7.5,1006.4,905.9,28,0.850539291,3.247268694
880,0.0,112.0,8.0,992.0,816.0,28,1.210526316,2.499795105
396,0.0,0.0,8.3,801.0,802.0,28,0.313953488,3.722555746
88,189.0,0.0,11.6,944.7,755.8,3,0.454771098,3.563882739
252,0.0,95.7,5.5,956.9,861.2,56,0.7496,3.646232649
585,193.5,0.0,0.0,998.2,704.3,28,0.639903515,3.497718728
224,42.1,163.8,5.7,1058.7,780.1,3,0.725,2.047692714
66,209.4,0.0,0.0,1047.0,806.9,360,1.375358166,3.799973262
674,157.0,0.0,0.0,972.6,749.1,3,0.813559322,2.607861309
12,47.5,0.0,0.0,932.0,594.0,270,0.533333333,3.761432409
584,342.1,0.0,0.0,955.8,674.3,7,0.814473684,3.087399267
768,0.0,0.0,0.0,978.0,825.0,180,0.580060423,3.663561415
431,0.0,118.3,5.8,1043.6,754.3,14,0.767303103,3.031581735
555,272.8,0.0,0.0,1012.4,714.3,28,1.020890599,3.330059144
135,177.0,0.0,11.1,884.9,707.9,28,0.423690205,4.189654478
125,0.0,0.0,28.2,852.1,893.7,28,0.266892528,4.032468904
200,0.0,125.4,7.8,1090.0,804.0,14,0.850026219,3.047375314
544,0.0,0.0,0.0,913.2,895.3,7,0.664359862,2.68102136
239,0.0,118.2,6.1,1028.1,757.6,3,0.849804092,2.592265005
670,203.5,0.0,0.0,965.4,631.0,28,0.666557484,3.769998267
1021,0.0,107.0,11.1,879.6,744.2,28,0.703219316,3.461978635
2,142.5,0.0,0.0,932.0,594.0,270,0.685714286,3.695606542
770,0.0,0.0,0.0,1047.0,806.0,3,0.550143266,2.707383141
866,250.0,0.0,12.0,1049.0,688.0,28,1.05,3.675033815
441,0.0,95.7,5.3,948.9,857.2,28,0.7672,3.303951789
113,189.0,0.0,22.0,944.7,755.8,7,0.374198512,4.079061448
862,164.0,128.0,6.0,869.0,656.0,28,1.692857143,3.561897768
308,0.0,97.4,11.8,973.9,875.6,100,0.579574161,4.018902113
297,42.2,124.3,10.8,1080.8,796.2,56,0.937240971,3.667400191
630,0.0,0.0,0.0,1113.0,833.0,28,0.804444444,2.853015791
735,0.0,0.0,0.0,1056.0,809.0,120,0.550143266,3.710151355
793,0.0,0.0,0.0,974.0,817.0,14,0.67218543,2.897567842
942,145.0,0.0,8.0,867.2,824.0,28,0.569741462,3.711863056
1013,0.0,141.6,11.0,801.4,778.4,28,0.543130093,3.710396063
709,116.0,0.0,0.0,946.8,856.8,90,1.10982659,3.468855811
3,142.5,0.0,0.0,932.0,594.0,365,0.685714286,3.714790601
400,180.0,95.0,9.5,860.0,800.0,28,0.636,4.217593845
591,0.0,0.0,0.0,1111.6,784.3,28,0.735445545,2.984165449
712,288.0,0.0,0.0,929.8,716.1,7,1.0,3.067122076
540,0.0,0.0,0.0,936.2,712.2,3,0.4,3.194582931
792,0.0,0.0,0.0,1047.0,806.0,360,0.550143266,3.74075984
909,173.0,0.0,3.0,986.0,817.0,28,1.246575342,3.167161189
119,106.3,0.0,18.6,936.0,803.7,28,0.356235294,4.123903104
543,0.0,0.0,0.0,889.8,945.0,7,0.752941176,2.324346438
947,0.0,119.8,9.9,878.2,727.6,28,0.705470314,3.171364642
893,118.0,92.0,7.0,953.0,780.0,28,1.228187919,3.157850924
799,0.0,0.0,0.0,1125.0,613.0,3,0.32037037,3.729061008
414,0.0,125.2,9.9,1079.0,798.9,3,0.8754598,2.529720506
603,0.0,0.0,0.0,968.0,781.0,180,0.581120944,3.595941232
143,93.8,0.0,23.4,852.1,992.6,56,0.3376,4.097672094
564,238.2,0.0,0.0,1040.6,734.3,28,1.169395466,3.047850035
580,193.5,0.0,0.0,998.2,704.3,7,0.639903515,3.084658288
420,128.5,132.1,8.1,1005.8,746.6,14,1.061212121,3.499230901
95,106.3,0.0,16.5,852.1,887.1,7,0.361176471,3.895893378
733,0.0,0.0,0.0,1056.0,809.0,28,0.550143266,3.51482342
313,0.0,95.6,8.9,955.1,859.2,100,0.579979709,3.952012404
207,0.0,121.6,5.7,1057.6,779.3,56,0.850070721,3.532225421
672,116.0,0.0,0.0,946.8,856.8,3,1.10982659,1.937301652
797,0.0,0.0,0.0,1125.0,613.0,180,0.4,3.932609391
53,76.0,0.0,0.0,932.0,670.0,90,0.75,3.895690105
813,0.0,0.0,0.0,970.0,850.0,180,0.619354839,3.619797064
339,0.0,117.5,9.5,1022.8,753.5,3,0.588156124,3.086942959
338,0.0,121.4,9.9,1053.6,777.5,100,0.579789168,4.070905074
619,0.0,0.0,0.0,968.0,863.0,180,0.779527559,3.318901929
60,76.0,0.0,0.0,932.0,670.0,270,0.75,3.995996187
473,24.0,79.0,11.6,967.0,712.0,28,0.3632287,3.932217465
845,164.0,0.0,5.0,870.0,774.0,28,0.591900312,4.046728453
336,0.0,121.4,9.9,1053.6,777.5,28,0.579789168,3.938275128
684,288.0,0.0,0.0,929.8,716.1,90,1.0,3.926517204
299,0.0,96.2,9.4,961.2,865.0,3,0.578856749,3.113515113
538,0.0,0.0,0.0,936.2,712.2,7,0.4,3.54298603
41,47.5,0.0,0.0,932.0,594.0,365,0.533333333,3.777347864
387,0.0,0.0,5.2,870.0,805.0,28,0.336538462,3.932217465
608,0.0,0.0,0.0,968.0,885.0,90,0.822033898,3.088766945
818,0.0,0.0,0.0,1125.0,613.0,28,0.36,4.024279434
121,118.8,0.0,8.9,852.1,781.5,28,0.381263158,4.2239095
963,236.8,0.0,11.9,1069.3,674.8,28,1.158666667,3.622472293
373,0.0,124.1,11.3,1078.7,794.9,100,0.72407492,3.833628696
463,50.1,173.5,6.5,1006.2,793.5,100,0.949855908,4.026422292
879,145.0,0.0,8.0,867.0,824.0,28,0.568690096,3.793013979
764,0.0,0.0,0.0,966.0,763.0,3,0.483116883,2.687847324
302,0.0,96.2,9.4,961.2,865.0,56,0.578856749,3.808438449
320,0.0,98.8,12.8,987.8,889.0,14,0.634684866,3.356199804
340,0.0,117.5,9.5,1022.8,753.5,14,0.588156124,3.610647378
341,0.0,117.5,9.5,1022.8,753.5,28,0.588156124,3.858621985
366,53.8,121.9,9.6,1014.3,780.6,28,0.724057701,3.955082245
126,106.3,0.0,16.5,852.1,887.1,28,0.361176471,4.099165994
421,129.8,118.6,3.6,1007.3,746.8,14,1.010674157,3.533394328
16,209.4,0.0,0.0,1047.0,806.9,90,1.375358166,3.67274984
368,53.8,121.9,9.6,1014.3,780.6,100,0.724057701,4.036538625
567,135.7,0.0,0.0,1076.2,759.3,7,0.912530713,2.481567592
289,45.2,122.0,8.2,1059.4,780.7,3,0.935164835,1.990610202
1023,250.0,0.0,12.2,1049.3,688.2,28,1.053817272,3.675287269
191,0.0,94.6,4.6,947.0,852.2,28,0.846449957,3.128513187
513,22.0,132.0,8.9,822.0,750.0,7,0.396226415,3.696103066
760,0.0,0.0,0.0,974.0,775.0,56,0.58,3.400530278
589,0.0,0.0,0.0,1069.2,754.3,28,0.547464623,3.462605791
561,0.0,0.0,0.0,1040.6,734.3,28,0.467758186,3.498928649
173,212.5,0.0,14.3,852.1,880.4,91,0.488393977,4.220976947
367,53.8,121.9,9.6,1014.3,780.6,56,0.724057701,3.98824278
374,0.0,0.0,0.0,1003.5,762.4,3,0.570744681,2.789937185
888,145.0,0.0,8.0,1000.0,822.0,28,1.163398693,2.944964971
713,236.0,0.0,0.0,935.4,781.2,3,1.222929936,2.271094283
159,189.0,0.0,22.0,944.7,755.8,56,0.374198512,4.374498092
678,192.0,0.0,0.0,932.0,717.8,28,0.666666667,3.658420016
309,0.0,95.6,8.9,955.1,859.2,3,0.579979709,3.133317739
721,0.0,0.0,0.0,1012.0,830.0,3,0.619354839,2.472327712
151,94.7,0.0,11.4,946.8,852.1,56,0.366849179,4.300002528
423,13.6,172.4,4.1,1006.3,856.4,14,0.909512761,3.392828918
985,98.8,77.0,6.5,919.0,749.3,28,0.738738739,3.52046058
618,0.0,0.0,0.0,968.0,863.0,90,0.779527559,3.293611963
669,192.0,0.0,0.0,932.0,717.8,3,0.666666667,2.779440022
323,0.0,98.8,12.8,987.8,889.0,100,0.634684866,3.933001164
410,13.6,172.4,4.1,1006.3,856.4,3,0.909512761,3.058237286
316,0.0,99.9,12.4,1006.0,899.8,28,0.580222399,3.524594037
259,0.0,100.4,10.4,1003.8,903.8,3,0.749764817,2.590016971
960,119.7,0.0,7.2,970.4,794.2,28,0.592605634,3.711863056
982,0.0,0.0,8.0,999.7,822.2,28,0.569555484,3.222867643
969,112.3,87.5,10.4,909.7,744.5,28,0.668294515,3.67427307
407,128.5,132.1,8.1,1005.8,746.6,3,1.061212121,2.966303276
632,0.0,0.0,0.0,1063.0,783.0,28,0.566153846,3.42001892
148,0.0,0.0,28.2,852.1,893.7,56,0.266892528,4.074141598
131,151.2,0.0,15.9,1134.3,605.0,28,0.405533597,3.955082245
836,140.0,0.0,6.0,895.0,722.0,28,0.703947368,3.509154302
17,38.0,0.0,0.0,932.0,670.0,365,0.666666667,4.027848317
424,50.1,173.5,6.5,1006.2,793.5,14,0.949855908,3.496810325
556,290.2,0.0,0.0,998.2,704.3,28,0.959689922,3.485231891
182,189.0,0.0,11.6,944.7,755.8,91,0.454771098,4.373237853
497,19.0,97.0,13.1,967.0,871.0,28,0.408450704,3.784870981
247,0.0,94.1,7.0,949.9,847.0,56,0.784124318,3.678576329
801,0.0,0.0,0.0,1111.0,784.0,28,0.734126984,2.980110705
776,0.0,0.0,0.0,1069.0,754.0,7,0.545722714,3.052112414
380,0.0,59.0,1.9,1098.0,641.0,28,0.298947368,4.047077981
10,132.4,0.0,0.0,978.4,825.5,90,0.966767372,3.639426341
750,0.0,0.0,0.0,1125.0,613.0,28,0.4,3.78623276
808,0.0,0.0,0.0,1111.0,784.0,7,0.738095238,2.439734777
566,170.3,0.0,0.0,1026.6,724.3,28,0.726810176,3.467296965
878,210.0,0.0,3.0,949.0,795.0,28,1.473684211,3.434954262
244,0.0,94.1,7.0,949.9,847.0,3,0.784124318,2.992225945
622,0.0,0.0,0.0,968.0,812.0,365,0.628664495,3.587676722
983,161.6,125.8,10.4,922.6,764.4,28,1.258064516,3.369706502
914,145.0,0.0,8.0,1002.0,689.0,28,0.568690096,3.714790601
84,282.8,0.0,10.3,942.7,659.9,3,0.5678097,3.342861594
930,209.0,161.0,7.0,848.0,669.0,28,1.264150943,3.430108509
153,282.8,0.0,10.3,942.7,659.9,56,0.5678097,4.384523238
744,0.0,0.0,0.0,1104.0,774.0,7,0.661921708,2.674148481
64,114.0,0.0,0.0,932.0,670.0,180,0.857142857,3.885678785
51,190.0,0.0,0.0,932.0,670.0,180,1.2,3.848656887
184,0.0,96.7,4.5,967.1,870.3,3,0.851169065,2.449279318
464,75.4,167.0,7.9,1007.3,770.1,100,0.982035928,4.039712112
706,102.0,0.0,0.0,888.0,943.1,90,1.254901961,3.2703289
639,0.0,0.0,0.0,1025.0,745.0,28,0.4675,3.777347864
708,173.0,0.0,0.0,909.8,891.9,3,1.655172414,1.837369865
132,189.0,0.0,11.6,944.7,755.8,28,0.454771098,4.266896058
428,0.0,95.7,5.3,948.9,857.2,14,0.7672,3.205182295
79,0.0,0.0,28.2,852.1,893.7,3,0.266892528,3.720862265
996,238.7,0.0,6.3,1001.8,683.9,28,1.31061599,3.290637983
97,93.8,0.0,23.4,852.1,992.6,7,0.3376,3.822098057
181,189.0,0.0,22.0,944.7,755.8,91,0.374198512,4.414009402
649,250.2,0.0,0.0,975.6,692.6,3,1.220023981,1.93152129
643,0.0,0.0,0.0,1050.0,770.0,7,0.531428571,3.009634989
876,230.0,0.0,3.0,827.0,872.0,28,1.383561644,3.498323872
288,0.0,167.0,7.6,1055.6,777.8,100,0.934950386,3.814850853
562,0.0,0.0,0.0,1047.8,739.3,7,0.485490196,3.180966051
453,0.0,125.2,9.9,1079.0,798.9,56,0.8754598,3.456947179
1007,243.5,0.0,10.7,1022.0,697.7,28,1.15874036,3.620600385
823,0.0,0.0,0.0,974.0,800.0,180,0.630434783,3.387436253
39,237.5,0.0,0.0,932.0,594.0,180,0.96,3.590439155
512,22.0,132.0,8.9,822.0,750.0,3,0.396226415,3.469167289
864,0.0,107.0,11.0,880.0,744.0,28,0.704697987,3.46166491
318,0.0,99.9,12.4,1006.0,899.8,100,0.580222399,3.814850853
116,189.2,0.0,10.1,926.1,756.7,28,0.454812834,4.112347927
884,0.0,120.0,10.0,878.0,728.0,28,0.706666667,3.171364642
139,189.2,0.0,10.1,926.1,756.7,56,0.454812834,4.1494636
554,158.8,0.0,0.0,1040.6,734.3,7,0.779596977,2.753023393
379,0.0,0.0,4.0,966.0,853.0,28,0.28,4.213163832
995,148.9,116.0,15.0,953.3,719.7,28,1.104035309,3.320709921
716,173.0,0.0,0.0,909.8,891.9,7,1.655172414,2.311544688
429,0.0,174.2,11.7,1043.6,771.9,14,0.745667447,3.387436253
874,0.0,113.0,8.0,1002.0,689.0,28,0.568690096,3.605497618
203,0.0,125.4,7.8,1090.0,804.0,100,0.850026219,3.703028644
796,0.0,0.0,0.0,1125.0,613.0,90,0.4,3.854817288
42,237.5,0.0,0.0,932.0,594.0,365,0.96,3.663561415
920,162.0,126.0,10.0,923.0,764.0,28,1.264705882,3.369706502
606,0.0,0.0,0.0,968.0,885.0,14,0.822033898,2.552565137
898,0.0,0.0,3.0,986.0,817.0,28,0.541666667,3.803546289
333,0.0,125.1,12.0,1086.8,800.9,100,0.580632091,4.195997951
778,0.0,0.0,0.0,1069.0,769.0,7,0.627118644,2.694627011
152,189.0,0.0,11.6,944.7,755.8,56,0.454771098,4.347693681
447,129.8,118.6,3.6,1007.3,746.8,56,1.010674157,3.883417503
52,237.5,0.0,0.0,932.0,594.0,90,0.96,3.500137109
161,189.0,0.0,9.5,944.7,755.8,56,0.51760876,4.092509288
20,47.5,0.0,0.0,932.0,594.0,180,0.533333333,3.733852584
951,144.7,0.0,8.0,999.7,822.2,28,1.166339227,2.944964971
855,166.0,0.0,9.0,882.0,790.0,28,0.533742331,4.114637006
147,97.1,0.0,12.1,852.1,925.7,56,0.406330417,4.0109627
459,128.5,132.1,8.1,1005.8,746.6,100,1.061212121,4.007696503
49,95.0,0.0,0.0,932.0,594.0,7,0.6,3.491037865
1026,0.0,115.6,10.4,817.9,813.4,28,0.608317815,3.439776647
641,0.0,0.0,0.0,1100.0,820.0,7,0.728,2.543961252
624,0.0,0.0,0.0,968.0,812.0,28,0.628664495,3.31527611
737,0.0,0.0,0.0,1119.0,789.0,28,0.781512605,2.864483806
868,116.0,90.0,9.0,870.0,768.0,28,0.652173913,3.790532869
771,0.0,0.0,0.0,978.0,825.0,3,0.580060423,2.604169906
928,153.0,194.0,8.0,935.0,623.0,28,1.288590604,3.201932902
683,200.0,0.0,0.0,927.4,839.2,90,1.443609023,3.599774752
306,0.0,97.4,11.8,973.9,875.6,28,0.579574161,3.877017152
417,0.0,100.5,7.5,998.0,901.8,3,0.874165383,2.499795105
271,0.0,121.6,6.7,1056.4,778.5,28,0.75064711,3.518387427
87,200.9,0.0,11.2,1004.6,803.7,3,0.505413902,3.194582931
610,0.0,0.0,0.0,968.0,885.0,365,0.81779661,3.222070512
600,0.0,0.0,0.0,968.0,781.0,14,0.581120944,3.297317043
730,0.0,0.0,0.0,1025.0,821.0,120,0.580060423,3.673257841
74,93.8,0.0,23.4,852.1,992.6,3,0.3376,3.367295617
903,0.0,143.0,9.0,1047.0,697.0,28,1.24516129,2.522523354
926,214.0,164.0,10.0,820.0,680.0,28,1.24691358,3.422632446
296,42.2,124.3,10.8,1080.8,796.2,28,0.937240971,3.437850482
569,0.0,0.0,0.0,1104.6,784.3,28,0.486890404,3.11307057
468,0.0,174.2,11.7,1043.6,771.9,100,0.745667447,3.969536661
814,0.0,0.0,0.0,970.0,850.0,360,0.619354839,3.640476485
503,26.0,123.0,3.9,882.0,699.0,56,0.427698574,4.087487517
98,118.8,0.0,8.9,852.1,781.5,7,0.381263158,4.018182948
791,0.0,0.0,0.0,1047.0,806.0,180,0.550143266,3.714790601
75,118.8,0.0,8.9,852.1,781.5,3,0.381263158,3.632308873
758,0.0,0.0,0.0,974.0,775.0,14,0.58,3.114847558
882,133.0,103.0,7.0,916.0,753.0,28,1.428571429,3.595666845
304,0.0,97.4,11.8,973.9,875.6,3,0.579574161,3.141562524
